VERTEX_SE3:QUAT 0 -0.0272032 -0.0296665 -0.000168661 -0.000429782 -0.000712773 0.00568341 0.999984
VERTEX_SE3:QUAT 1 -0.0288938 -0.0208382 0.000158058 -0.000669987 -0.0008494 0.00339445 0.999994
VERTEX_SE3:QUAT 2 -0.0297709 -0.0162857 0.000386781 -0.00078742 -0.000938159 0.00231582 0.999997
VERTEX_SE3:QUAT 3 -0.0304528 -0.0122794 0.00061409 -0.000905115 -0.00102619 0.00118436 0.999998
VERTEX_SE3:QUAT 4 -0.0316121 -0.00802646 0.000790765 -0.000984564 -0.00112779 4.90403e-05 0.999999
VERTEX_SE3:QUAT 5 -0.0330047 -0.00446454 0.000968921 -0.00106409 -0.00122975 -0.000990204 0.999998
VERTEX_SE3:QUAT 6 -0.0333481 -0.00229148 0.00111853 -0.00114012 -0.0013487 -0.00156471 0.999997
VERTEX_SE3:QUAT 7 -0.0334656 -0.000653141 0.00129103 -0.00125952 -0.00148188 -0.00211475 0.999996
VERTEX_SE3:QUAT 8 -0.0334792 0.000154311 0.00146287 -0.0014124 -0.00163141 -0.00246663 0.999995
VERTEX_SE3:QUAT 9 -0.033054 0.00120923 0.00163619 -0.001565 -0.00178085 -0.00287904 0.999993
VERTEX_SE3:QUAT 10 -0.0330346 0.00151473 0.00189312 -0.00176748 -0.0019196 -0.00318013 0.999992
VERTEX_SE3:QUAT 11 -0.0325593 0.0017108 0.00251087 -0.00207222 -0.00218346 -0.00391036 0.999988
VERTEX_SE3:QUAT 12 -0.0321713 0.00168747 0.00313164 -0.0023755 -0.00244682 -0.00457308 0.999984
VERTEX_SE3:QUAT 13 -0.0321939 0.00225581 0.00374748 -0.00267932 -0.0027106 -0.00538633 0.999978
VERTEX_SE3:QUAT 14 -0.0326671 0.00161035 0.00364067 -0.002759 -0.00257531 -0.0049087 0.999981
VERTEX_SE3:QUAT 15 -0.0309955 0.00244447 0.00510014 -0.0032104 -0.00337413 -0.0070426 0.999964
VERTEX_SE3:QUAT 16 -0.032514 0.00173221 0.00386435 -0.00292603 -0.0026197 -0.00499395 0.99998
VERTEX_SE3:QUAT 17 -0.0328426 0.000777451 0.00331246 -0.00282275 -0.00235896 -0.00420185 0.999984
VERTEX_SE3:QUAT 18 -0.0332742 6.14458e-05 0.00254028 -0.00268317 -0.00201867 -0.00318135 0.999989
VERTEX_SE3:QUAT 19 -0.0327088 -0.000206707 0.00320414 -0.00292712 -0.00222147 -0.00352894 0.999987
VERTEX_SE3:QUAT 20 -0.0337171 -0.000845617 0.00182787 -0.00248763 -0.00174728 -0.00249664 0.999992
VERTEX_SE3:QUAT 21 -0.0311031 -0.000889209 0.00111658 -0.00322364 -0.00210401 -0.00207689 0.99999
VERTEX_SE3:QUAT 22 -0.0334779 -0.00194872 0.00157492 -0.00247082 -0.00155262 -0.00184832 0.999994
VERTEX_SE3:QUAT 23 -0.0334801 -0.00267033 0.00173256 -0.00247549 -0.00149894 -0.00163166 0.999994
VERTEX_SE3:QUAT 24 -0.0330705 -0.00204724 0.00191883 -0.0026164 -0.00160459 -0.00174697 0.999994
VERTEX_SE3:QUAT 25 -0.0336878 -0.00267417 0.00171445 -0.0024059 -0.00142037 -0.0015468 0.999995
VERTEX_SE3:QUAT 26 -0.0340665 -0.00341113 0.00159287 -0.00227715 -0.00132195 -0.00137588 0.999996
VERTEX_SE3:QUAT 27 -0.0336833 -0.00356983 0.0018072 -0.00239684 -0.00136349 -0.00136299 0.999995
VERTEX_SE3:QUAT 28 -0.0340317 -0.00382443 0.00144429 -0.00216968 -0.00122453 -0.00116156 0.999996
VERTEX_SE3:QUAT 29 -0.0333832 -0.0048237 0.00127354 -0.00215697 -0.00121342 -0.000925198 0.999997
VERTEX_SE3:QUAT 30 -0.0337041 -0.00566869 0.0014286 -0.00201855 -0.0011002 -0.000795751 0.999997
VERTEX_SE3:QUAT 31 -0.0328583 -0.00674715 0.00166635 -0.00195694 -0.00100586 -0.000304784 0.999998
VERTEX_SE3:QUAT 32 -0.0328659 -0.00666871 0.00157613 -0.00196462 -0.00106539 -0.000390231 0.999997
VERTEX_SE3:QUAT 33 -0.0323845 -0.00788903 0.0018322 -0.00192288 -0.000929836 9.25497e-06 0.999998
VERTEX_SE3:QUAT 34 -0.0323013 -0.00914447 0.00232892 -0.0019552 -0.00085526 0.0003195 0.999998
VERTEX_SE3:QUAT 35 -0.0320113 -0.00972704 0.00166784 -0.00182384 -0.000853769 0.000517014 0.999998
VERTEX_SE3:QUAT 36 -0.0313843 -0.0107399 0.0014455 -0.00177011 -0.000820903 0.000878735 0.999998
VERTEX_SE3:QUAT 37 -0.0291039 -0.0117003 0.000977332 -0.00157174 -0.000812412 0.00155564 0.999997
VERTEX_SE3:QUAT 38 -0.030114 -0.0131753 0.00183084 -0.00202845 -0.000820466 0.00126261 0.999997
VERTEX_SE3:QUAT 39 -0.0272031 -0.0120792 0.00048181 -0.00130339 -0.000835985 0.0019266 0.999997
VERTEX_SE3:QUAT 40 -0.026563 -0.011325 -0.000626149 -0.000816478 -0.000955573 0.00190247 0.999997
VERTEX_SE3:QUAT 41 -0.0245743 -0.0154411 0.000256524 -0.000973386 -0.000862135 0.00262396 0.999996
VERTEX_SE3:QUAT 42 -0.0249838 -0.017988 0.000224783 -0.000854853 -0.000847945 0.00300673 0.999995
VERTEX_SE3:QUAT 43 -0.0265824 -0.0149994 0.000132958 -0.000818853 -0.000896097 0.00231679 0.999997
VERTEX_SE3:QUAT 44 -0.0266751 -0.0174132 0.000327629 -0.000796568 -0.00087334 0.00273353 0.999996
VERTEX_SE3:QUAT 45 -0.0280105 -0.0114974 0.00071656 -0.000981819 -0.00100015 0.00107623 0.999998
VERTEX_SE3:QUAT 46 -0.0283141 -0.0127924 0.000860344 -0.000890243 -0.000952199 0.00149283 0.999998
VERTEX_SE3:QUAT 47 -0.0287588 -0.00770706 0.000811558 -0.00108619 -0.00110259 1.92464e-05 0.999999
VERTEX_SE3:QUAT 48 -0.031005 -0.00777713 0.000511242 -0.00109609 -0.00111973 -0.000137524 0.999999
VERTEX_SE3:QUAT 49 -0.0339242 -0.00432462 0.00091198 -0.00108564 -0.00113149 -0.00112217 0.999998
VERTEX_SE3:QUAT 50 -0.0353181 -0.0022121 0.00105766 -0.00106335 -0.00125962 -0.00157941 0.999997
VERTEX_SE3:QUAT 51 -0.0341031 -0.00360358 0.00108231 -0.00108409 -0.00121379 -0.00123523 0.999998
VERTEX_SE3:QUAT 52 -0.0364094 -0.00164319 0.00107994 -0.00104784 -0.00129358 -0.00179542 0.999997
VERTEX_SE3:QUAT 53 -0.0374978 -0.000180292 0.00114125 -0.00109624 -0.00134373 -0.00218189 0.999996
VERTEX_SE3:QUAT 54 -0.0362171 -0.00070292 0.00116366 -0.00101553 -0.00137903 -0.00201762 0.999996
VERTEX_SE3:QUAT 55 -0.0375461 0.000576495 0.00128438 -0.00119178 -0.00144885 -0.00243686 0.999995
VERTEX_SE3:QUAT 56 -0.0366324 0.00147216 0.00189704 -0.00129314 -0.00162179 -0.00284061 0.999994
VERTEX_SE3:QUAT 57 -0.036692 0.00169916 0.00141243 -0.001226 -0.00166048 -0.00275406 0.999994
VERTEX_SE3:QUAT 58 -0.0370105 0.00224283 0.00150035 -0.00139684 -0.00180146 -0.00301164 0.999993
VERTEX_SE3:QUAT 59 -0.0349433 0.00460582 0.00209665 -0.001332 -0.00217118 -0.00406577 0.999988
VERTEX_SE3:QUAT 60 -0.036917 0.00222016 0.00169703 -0.00151984 -0.00183816 -0.00301996 0.999993
VERTEX_SE3:QUAT 61 -0.0370733 0.00150817 0.00157518 -0.00163306 -0.00178048 -0.00276896 0.999993
VERTEX_SE3:QUAT 62 -0.0352594 0.00512709 0.00302813 -0.00148791 -0.00220931 -0.00433187 0.999987
VERTEX_SE3:QUAT 63 -0.0378961 0.00100569 0.00133947 -0.00180726 -0.00174964 -0.0027176 0.999993
VERTEX_SE3:QUAT 64 -0.0377137 0.000656702 0.00163809 -0.00205447 -0.00178885 -0.00292013 0.999992
VERTEX_SE3:QUAT 65 -0.0356876 0.00414655 0.00230109 -0.0019591 -0.00216021 -0.00435478 0.999986
VERTEX_SE3:QUAT 66 -0.0378253 0.00132611 0.00216346 -0.00215824 -0.0018141 -0.00323356 0.999991
VERTEX_SE3:QUAT 67 -0.0362586 0.000119101 0.00206205 -0.00221111 -0.00161925 -0.00274457 0.999992
VERTEX_SE3:QUAT 68 -0.0367062 0.00373617 0.00400216 -0.00201839 -0.00198356 -0.00433496 0.999987
VERTEX_SE3:QUAT 69 -0.0358494 -0.00114398 0.0016719 -0.00224972 -0.00148421 -0.00211912 0.999994
VERTEX_SE3:QUAT 70 -0.0352565 -0.00225338 0.00154933 -0.00224343 -0.00137822 -0.00176102 0.999995
VERTEX_SE3:QUAT 71 -0.0355457 -0.00229962 0.00140383 -0.00221886 -0.00130081 -0.00162158 0.999995
VERTEX_SE3:QUAT 72 -0.0344376 -0.00352293 0.00132873 -0.00212418 -0.00117447 -0.0013514 0.999996
VERTEX_SE3:QUAT 73 -0.0341002 -0.00327002 0.00134104 -0.00211864 -0.00116658 -0.00138027 0.999996
VERTEX_SE3:QUAT 74 -0.0340559 -0.00377916 0.00130631 -0.00208774 -0.00113006 -0.00143354 0.999996
VERTEX_SE3:QUAT 75 -0.0332362 -0.00523133 0.00135243 -0.00202546 -0.00112984 -0.00111842 0.999997
VERTEX_SE3:QUAT 76 -0.0334026 -0.00765794 0.00128214 -0.00174005 -0.000918946 -0.000616566 0.999998
VERTEX_SE3:QUAT 77 -0.0323857 -0.00914254 0.00128224 -0.00170191 -0.00084431 0.000180169 0.999998
VERTEX_SE3:QUAT 78 -0.0319732 -0.0103024 0.00108662 -0.00160345 -0.000765864 0.00067697 0.999998
VERTEX_SE3:QUAT 79 -0.0301334 -0.0108662 0.000909021 -0.00155567 -0.000770731 0.00126247 0.999998
VERTEX_SE3:QUAT 80 -0.0289364 -0.0113879 0.000696662 -0.00149974 -0.000755421 0.00169154 0.999997
VERTEX_SE3:QUAT 81 -0.0268853 -0.0115477 0.00071839 -0.00146979 -0.000791596 0.00202152 0.999997
