VERTEX_SE3:QUAT 0 9.41784e-09 1.01655e-06 -9.13476e-08 6.68347e-07 -1.12735e-06 1.99103e-06 1
VERTEX_SE3:QUAT 1 0.0491634 -0.111627 0.0632059 -0.370383 -0.526192 0.725109 0.245266
VERTEX_SE3:QUAT 2 -0.0912741 -0.0127127 0.156262 -0.211462 -0.25786 -0.567921 0.752501
VERTEX_SE3:QUAT 3 -0.0747406 0.0622857 0.278435 -0.528658 -0.0866321 0.803737 -0.258886
VERTEX_SE3:QUAT 4 -0.017791 0.064527 0.22577 0.593567 -0.280497 -0.424176 0.623758
VERTEX_SE3:QUAT 5 -0.113256 0.0887282 0.178814 -0.170047 -0.461796 -0.550994 0.673969
VERTEX_SE3:QUAT 6 -0.214338 0.0841301 0.263546 0.0526431 -0.252311 0.184747 0.948386
VERTEX_SE3:QUAT 7 -0.274702 0.0990303 0.366686 0.801548 -0.180956 -0.565201 0.0729677
VERTEX_SE3:QUAT 8 -0.412965 0.00633973 0.240548 0.374506 0.850205 -0.231925 -0.288282
VERTEX_SE3:QUAT 9 -0.345648 0.00610524 0.372212 -0.0751511 -0.191805 0.0925385 0.974166
VERTEX_SE3:QUAT 10 -0.379434 0.0790337 0.385871 0.487466 -0.149629 -0.40555 0.758629
VERTEX_SE3:QUAT 11 -0.424873 0.0275245 0.305272 0.149339 -0.831132 0.108511 0.524541
VERTEX_SE3:QUAT 12 -0.452273 -0.0297591 0.0500964 0.837971 -0.375405 0.279705 -0.280431
VERTEX_SE3:QUAT 13 -0.450493 -0.0514757 0.253422 0.413587 0.696331 -0.586008 -0.0257467
VERTEX_SE3:QUAT 14 -0.410098 0.0690248 0.165171 -0.0692402 0.901032 0.367333 0.220032
VERTEX_SE3:QUAT 15 -0.417794 0.0913491 0.15087 0.866106 0.317156 0.113043 -0.369451
VERTEX_SE3:QUAT 16 -0.346204 0.049499 0.0853041 -0.525887 0.599349 -0.489683 -0.352754
VERTEX_SE3:QUAT 17 -0.213989 0.0414789 0.0246315 -0.591513 0.617722 -0.500194 0.135419
